Majors,Terms in Attendance
"Psychology BA, Data Science BA (Subplan: Human Behavior & Psychology)",8.0
Industrial Eng & Ops Rsch MEng,G
Economics BA,6.0
"Economics BA, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Env Sci, Policy, & Mgmt PhD (Subplan: Ecosystem Sciences)",G
"Computer Science BA, Data Science BA (Subplan: Business/Industrial Analytics)",8.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
"Cognitive Science BA, Computer Science BA",8.0
Applied Mathematics BA (Subplan: Statistics),8.0
Letters & Sci Undeclared UG,6.0
"Data Science BA (Subplan: Science, Technology & Society)",4.0
"Bioengineering BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),6.0
Letters & Sci Undeclared UG,4.0
Public Health BA,8.0
Economics BA,6.0
Computer Science BA,7.0
Media Studies BA (Subplan: Digital Studies),8.0
"Civil Engineering BS, Minor: Global Poverty & Prac UG",6.0
Data Science BA (Subplan: Economics),4.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Computer Science BA,6.0
"Cognitive Science BA, Computer Science BA",8.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Cognitive Science BA,6.0
Civil & Env Eng Prof MS,G
Data Science BA (Subplan: Business/Industrial Analytics),6.0
"Psychology BA, Minor: Data Science UG",6.0
Cognitive Science BA,8.0
Economics BA,6.0
Economics BA,7.0
Economics BA,7.0
Letters & Sci Undeclared UG,4.0
Business Administration BS (Subplan: Global Management),8.0
Civil Engineering BS,8.0
Computer Science BA,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Letters & Sci Undeclared UG,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Mathematics PhD,G
Letters & Sci Undeclared UG,6.0
Computer Science BA,4.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Business Administration BS,6.0
Bioengineering Joint PhD,G
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Aerospace Engineering BS,4.0
"Molecular & Cell Biology BA (Subplan: Molecular Therapeutics 2), Minor: Data Science UG",6.0
Data Science BA (Subplan: Physical Science Analytics),4.0
Letters & Sci Undeclared UG,6.0
Music BA,4.0
Business Administration BS,4.0
Computer Science BA,8.0
Computer Science BA,6.0
"Public Health BA, Minor: Data Science UG",8.0
"Environmental Sciences BS (Subplan: Social Science), Geography BA",4.0
Industrial Eng & Ops Rsch BS,4.0
"Environ Econ & Policy BS, Minor: Public Policy UG",6.0
"Computer Science BA, Minor: Data Science UG",4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Letters & Sci Undeclared UG,4.0
Psychology BA,6.0
Electrical Eng & Comp Sci BS,6.0
"Chemical Biology BS, Minor: Bioengineering UG",6.0
Bioengineering BS,4.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Computer Science BA,4.0
Linguistics BA,4.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,8.0
Electrical Eng & Comp Sci BS,5.0
Environmental Sciences BS (Subplan: Physical Science),6.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Cognitive Science BA,4.0
Data Science BA (Subplan: Cognition),6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
"Computer Science BA, Minor: Data Science UG",8.0
Industrial Eng & Ops Rsch BS,4.0
Letters & Sci Undeclared UG,6.0
Civil & Env Eng Prof MS,G
Data Science BA (Subplan: Comp Methods in Biology),4.0
"Bioengineering BS, Minor: Data Science UG",6.0
Data Science BA (Subplan: Cognition),6.0
Environ Econ & Policy BS,6.0
Computer Science BA,7.0
Letters & Sci Undeclared UG,4.0
Electrical Eng & Comp Sci BS,6.0
Cognitive Science BA,4.0
Letters & Sci Undeclared UG,6.0
Chemical Engineering BS (Subplan: Business and Management),8.0
Computer Science BA,5.0
Data Science BA (Subplan: Cognition),4.0
Letters & Sci Undeclared UG,4.0
"Economics BA, Data Science BA (Subplan: Economics)",6.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Civil Engineering BS,6.0
"Chemistry BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Computer Science BA,4.0
Computer Science BA,8.0
Electrical Eng & Comp Sci BS,6.0
Computer Science BA,6.0
Environ Econ & Policy BS,4.0
Letters & Sci Undeclared UG,4.0
Electrical Eng & Comp Sci BS,4.0
Computer Science BA,4.0
Industrial Eng & Ops Rsch BS,4.0
Letters & Sci Undeclared UG,4.0
"Electrical Eng & Comp Sci BS, Minor: Public Policy UG, Minor: Data Science UG",4.0
Letters & Sci Undeclared UG,4.0
Economics BA,8.0
Computer Science BA,4.0
"Data Science BA (Subplan: Business/Industrial Analytics), Physics BA",6.0
Political Science BA,4.0
Electrical Eng & Comp Sci BS,4.0
Data Science BA (Subplan: Social Policy and Law),4.0
Letters & Sci Undeclared UG,8.0
Applied Mathematics BA (Subplan: Data Science),8.0
Cognitive Science BA,6.0
Letters & Sci Undeclared UG,4.0
"Mathematics BA (Subplan: Teaching), Minor: Logic UG, Minor: CalTeach Sci & Math Edu UG, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Bioengineering BS,8.0
"Political Economy BA, Minor: Data Science UG",6.0
"Data Science BA (Subplan: Applied Mathematics & Modeling), Minor: Education UG",6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
"Computer Science BA, Applied Mathematics BA (Subplan: Data Science)",4.0
Letters & Sci Undeclared UG,8.0
Public Policy MPP,G
Data Science BA (Subplan: Applied Mathematics & Modeling),6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Letters & Sci Undeclared UG,8.0
Energy Engineering BS,4.0
Public Affairs MPA,G
Physics BA,8.0
Letters & Sci Undeclared UG,8.0
"Industrial Eng & Ops Rsch BS, Data Science BA (Subplan: Business/Industrial Analytics)",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 1), Computer Science BA",6.0
Letters & Sci Undeclared UG,6.0
Economics BA,6.0
Computer Science BA,6.0
Industrial Eng & Ops Rsch MEng,G
"Electrical Eng & Comp Sci BS, Business Administration BS (Subplan: Mgmt, Entrepreneurship, Tech)",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
"Economics BA, Data Science BA (Subplan: Economics)",6.0
Electrical Eng & Comp Sci BS,6.0
"Economics BA, Applied Mathematics BA (Subplan: Economics)",8.0
Letters & Sci Undeclared UG,8.0
"Applied Mathematics BA (Subplan: Computer Science), Computer Science BA",8.0
Economics BA,7.0
"Chemical Engineering BS, Minor: Global Studies - Asia UG",8.0
Electrical Eng & Comp Sci BS,2.0
"Linguistics BA, Computer Science BA, Minor: Chinese UG, Minor: Data Science UG",6.0
"Economics BA, Minor: Data Science UG",8.0
Economics BA,4.0
"Economics BA, Minor: City & Regional Planning UG",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",4.0
Data Science BA (Subplan: Economics),6.0
Economics BA,6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
"Environ Econ & Policy BS, Minor: Data Science UG, Minor: Music UG, Minor: Demography UG",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),4.0
"Economics BA, Minor: Data Science UG",6.0
Chemistry BS,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,2.0
Letters & Sci Undeclared UG,4.0
"Computer Science BA, Data Science BA (Subplan: Quantitative Social Science), Minor: Global Studies - Asia UG",6.0
Environmental Sciences BS (Subplan: Physical Science),4.0
"Chemical Engineering BS, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
"Civil Engineering BS, Minor: City & Regional Planning UG",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Robotics),6.0
"Biostatistics PhD, Biostatistics MA",G
Data Science BA (Subplan: Human Behavior & Psychology),4.0
Data Science BA (Subplan: Economics),4.0
Letters & Sci Undeclared UG,6.0
Applied Mathematics BA (Subplan: Computer Science),8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,7.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Economics BA,6.0
Letters & Sci Undeclared UG,6.0
"Data Science BA (Subplan: Business/Industrial Analytics), Minor: Statistics UG",6.0
Data Science BA (Subplan: Economics),4.0
Economics BA,6.0
Computer Science BA,4.0
"Applied Mathematics BA (Subplan: Computer Science), Computer Science BA",6.0
Letters & Sci Undeclared UG,4.0
"Civil Engineering BS, Minor: Data Science UG",4.0
Economics BA,6.0
Letters & Sci Undeclared UG,6.0
Statistics BA,6.0
"Statistics BA, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Linguistic Sciences),4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Cognitive Science BA,6.0
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 1)",6.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Mathematics BA,8.0
"Data Science BA (Subplan: Economics), Applied Mathematics BA (Subplan: Statistics), Minor: Public Policy UG",3.0
Letters & Sci Undeclared UG,4.0
Electrical Eng & Comp Sci BS,8.0
Civil Engineering BS,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Letters & Sci Undeclared UG,4.0
"Cognitive Science BA, Minor: Computer Science UG, Minor: Theater & Performance St UG",8.0
Data Science BA (Subplan: Applied Mathematics & Modeling),6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Economics),4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Data Science BA (Subplan: Cognition),4.0
Data Science BA (Subplan: Economics),4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
"Economics BA, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Data Science BA (Subplan: Cognition),6.0
Computer Science BA,4.0
Computer Science BA,7.0
Computer Science BA,4.0
Civil Engineering BS,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Economics BA, Minor: Data Science UG",7.0
Letters & Sci Undeclared UG,7.0
Computer Science BA,4.0
Electrical Eng & Comp Sci BS,2.0
Letters & Sci Undeclared UG,6.0
Economics BA,8.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
"Economics BA, Business Administration BS",6.0
Computer Science BA,4.0
Computer Science BA,4.0
"Computer Science BA, Data Science BA (Subplan: Cognition)",4.0
Electrical Eng & Comp Sci BS,6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Molecular & Cell Biology BA (Subplan: Immunology & Mol Medicine 2),6.0
Data Science BA (Subplan: Comp Methods in Biology),6.0
Civil Engineering BS,4.0
Data Science BA (Subplan: Economics),6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Applied Mathematics & Modeling),4.0
Letters & Sci Undeclared UG,4.0
Electrical Eng & Comp Sci BS,4.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Computer Science BA,8.0
Letters & Sci Undeclared UG,8.0
Computer Science BA,6.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Letters & Sci Undeclared UG,4.0
"Computer Science BA, Minor: Chicanx Latinx Studies UG",8.0
Computer Science BA,6.0
"Letters & Sci Undeclared UG, Minor: Data Science UG",7.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,2.0
Economics BA,6.0
Development Engineering MDE (Subplan: AI/Data A. for Social Impact),G
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 1)",8.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Urban Science),8.0
"Computer Science BA, Minor: Data Science UG",4.0
"Computer Science BA, Minor: Music UG",8.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
"Public Health MPH (Subplan: Epidemiology/Biostatistics), Grad Cert Applied Data Science",G
"Industrial Eng & Ops Rsch BS, Minor: Data Science UG",4.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
"Computer Science BA, Business Administration BS",8.0
"Industrial Eng & Ops Rsch BS, Minor: Data Science UG",4.0
Civil Engineering BS,6.0
Letters & Sci Undeclared UG,2.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Data Science BA (Subplan: Robotics),8.0
Data Science BA (Subplan: Robotics),6.0
Computer Science BA,6.0
Civil Engineering BS,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Applied Mathematics & Modeling),8.0
Chemistry BS,6.0
Computer Science BA,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Letters & Sci Undeclared UG,4.0
Molecular & Cell Biology BA (Subplan: Immunology & Mol Medicine 2),6.0
Computer Science BA,4.0
Industrial Eng & Ops Rsch BS,4.0
"Business Administration BS (Subplan: Global Management), Minor: Data Science UG",6.0
"Media Studies BA (Subplan: Media Law and Policy), Data Science BA",6.0
Letters & Sci Undeclared UG,6.0
Chemical Engineering BS (Subplan: Materials Science & Technology),8.0
Letters & Sci Undeclared UG,4.0
"Molecular Environ Biology BS (Subplan: Environment and Human Health), Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,6.0
Computer Science BA,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Bioengineering BS,6.0
Letters & Sci Undeclared UG,6.0
Computer Science BA,4.0
Cognitive Science BA,4.0
Computer Science BA,6.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Data Science BA (Subplan: Physical Science Analytics),6.0
Letters & Sci Undeclared UG,6.0
Bioengineering BS,4.0
Computer Science BA,4.0
Economics BA,4.0
Economics BA,6.0
Data Science BA (Subplan: Economics),6.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Electrical Eng & Comp Sci BS,4.0
Economics BA,6.0
Applied Mathematics BA,4.0
Letters & Sci Undeclared UG,4.0
Materials Science & Eng BS,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,4.0
Cognitive Science BA,6.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,2.0
Data Science BA (Subplan: Economics),4.0
Letters & Sci Undeclared UG,6.0
Chemical Biology BS,4.0
Neuroscience PhD,G
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 2)",6.0
"Electrical Eng & Comp Sci BS, Business Administration BS",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,7.0
"Eco Mgmt & For-Nat Res Mgmt BS, Data Science BA (Subplan: Geospatial Info & Technology)",6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),6.0
Industrial Eng & Ops Rsch BS,4.0
"Computer Science BA, Minor: Public Policy UG",6.0
Letters & Sci Undeclared UG,6.0
Mechanical Engineering BS,4.0
Economics BA,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Linguistics BA,4.0
Cognitive Science BA,4.0
Data Science BA (Subplan: Economics),4.0
Letters & Sci Undeclared UG,6.0
"Chemical Engineering BS, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Nutritional Science BS,4.0
Letters & Sci Undeclared UG,6.0
"Economics BA, Applied Mathematics BA",6.0
Economics BA,6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),6.0
"Cognitive Science BA, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Chemistry BS,6.0
Bioengineering BS,8.0
Applied Mathematics BA (Subplan: Economics),6.0
Letters & Sci Undeclared UG,4.0
"Psychology BA, Data Science BA (Subplan: Human Behavior & Psychology)",7.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
"Molecular & Cell Biology BA (Subplan: Cell Bio, Devlop, and Physio 2), Data Science BA (Subplan: Comp Methods in Biology)",8.0
Data Science BA (Subplan: Data Arts & Humanities),6.0
Data Science BA (Subplan: Applied Mathematics & Modeling),8.0
Letters & Sci Undeclared UG,7.0
Letters & Sci Undeclared UG,4.0
"Bioengineering BS, Minor: Health & Wellness UG",4.0
Electrical Eng & Comp Sci BS,6.0
Letters & Sci Undeclared UG,4.0
"Computer Science BA, Minor: Data Science UG",6.0
Data Science BA (Subplan: Economics),4.0
"Cognitive Science BA, Minor: Music UG",4.0
"Economics BA, Data Science BA (Subplan: Economics)",8.0
Chemical Engineering BS (Subplan: Energy and Environment),6.0
Letters & Sci Undeclared UG,6.0
"Economics BA, Data Science BA (Subplan: Economics)",6.0
Molecular & Cell Biology BA (Subplan: Immunology & Mol Medicine 1),6.0
"Legal Studies BA, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Industrial Eng & Ops Rsch BS,4.0
"Computer Science BA, Economics BA",7.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Business Administration BS,6.0
Cognitive Science BA,4.0
Economics BA,8.0
Data Science BA (Subplan: Organizations and the Economy),4.0
Bioengineering BS,6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
"Civil Engineering BS, Minor: Data Science UG",4.0
Computer Science BA,7.0
Letters & Sci Undeclared UG,4.0
Genetics & Plant Biology BS,4.0
Environ Econ & Policy BS,4.0
Letters & Sci Undeclared UG,7.0
Letters & Sci Undeclared UG,4.0
"Computer Science BA, Data Science BA (Subplan: Business/Industrial Analytics)",6.0
Computer Science BA,4.0
Industrial Eng & Ops Rsch BS,4.0
Computer Science BA,4.0
Economics BA,4.0
Letters & Sci Undeclared UG,4.0
Civil Engineering BS,6.0
Computer Science BA,4.0
Data Science BA (Subplan: Comp Methods in Biology),4.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,6.0
Cognitive Science BA,4.0
Molecular & Cell Biology BA (Subplan: Molecular Therapeutics 2),4.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
"Legal Studies BA, Minor: Education UG",4.0
Society and Environment BS,4.0
Computer Science BA,6.0
"Cognitive Science BA, Minor: Data Science UG",8.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Mechanical Engineering PhD,G
Data Science BA (Subplan: Economics),8.0
"Psychology PhD (Subplan: Social-Personality Psychology), Grad Cert Applied Data Science",G
"Business Administration MBA, Grad Cert Applied Data Science",G
Public Policy MPP,G
"Letters & Sci Undeclared UG, Minor: Public Policy UG",6.0
Letters & Sci Undeclared UG,6.0
"Music BA, Data Science BA (Subplan: Data Arts & Humanities)",6.0
Computer Science BA,4.0
Data Science BA (Subplan: Business/Industrial Analytics),8.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Business/Industrial Analytics),5.0
Electrical Eng & Comp Sci BS,6.0
"Molecular & Cell Biology BA (Subplan: Biochem, Biophys & Struc Bio 1), Applied Mathematics BA (Subplan: Mathematical Biology), Minor: Bioengineering UG, Minor: Statistics UG",8.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Computer Science BA,4.0
"Physics BA, Minor: Data Science UG",8.0
Data Science BA (Subplan: Applied Mathematics & Modeling),5.0
Mechanical Engineering PhD (Subplan: Materials),G
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Robotics),6.0
"Business Administration BS, Data Science BA",6.0
Political Science BA,6.0
Microbial Biology BS,6.0
Computer Science BA,4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),6.0
Civil Engineering BS,6.0
Letters & Sci Undeclared UG,4.0
Civil & Env Eng Prof MS,G
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Computer Science BA,4.0
Earth & Planetary Science PhD,G
Data Science BA (Subplan: Business/Industrial Analytics),4.0
"Civil Engineering BS, Minor: Data Science UG",6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
"Data Science BA (Subplan: Philos Minds, Morals, Machines)",4.0
Letters & Sci Undeclared UG,4.0
Molecular & Cell Biology BA (Subplan: Molecular Therapeutics 2),6.0
Letters & Sci Undeclared UG,2.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Letters & Sci Undeclared UG,6.0
"Architecture BA, Minor: Sustainable Design UG",4.0
"Business Administration BS (Subplan: Global Management), Minor: Data Science UG",6.0
Electrical Eng & Comp Sci BS,6.0
"Computer Science BA, Astrophysics BA",6.0
Letters & Sci Undeclared UG,6.0
"Eco Mgmt & For-Nat Res Mgmt BS (Subplan: Field Studies), Minor: Data Science UG",6.0
"Electrical Eng & Comp Sci BS, Minor: Public Policy UG",6.0
Letters & Sci Undeclared UG,4.0
Nuclear Engineering PhD,G
Letters & Sci Undeclared UG,2.0
"Economics BA, Minor: Public Policy UG, Minor: Data Science UG",6.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Applied Mathematics BA,4.0
Education MA,G
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Electrical Eng & Comp Sci BS,6.0
"Electrical Eng & Comp Sci BS, Business Administration BS (Subplan: Mgmt, Entrepreneurship, Tech), Minor: Public Policy UG",6.0
Civil Engineering BS,6.0
"Economics BA, Computer Science BA",6.0
Computer Science BA,4.0
"Aerospace Engineering BS, Electrical Eng & Comp Sci BS",4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,2.0
Civil Engineering BS,8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Cognition),6.0
"Cognitive Science BA, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Data Science BA (Subplan: Robotics),6.0
Environmental Sciences BS (Subplan: Social Science),4.0
Letters & Sci Undeclared UG,4.0
"Letters & Sci Undeclared UG, Minor: Statistics UG",4.0
Engineering Undeclared UG,2.0
Letters & Sci Undeclared UG,4.0
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 2), Data Science BA (Subplan: Comp Methods in Biology)",8.0
Computer Science BA,4.0
Data Science BA (Subplan: Robotics),4.0
Computer Science BA,6.0
Applied Mathematics BA (Subplan: Data Science),6.0
Economics BA,7.0
"Mechanical Engineering BS, Minor: Data Science UG",4.0
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 2), Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,6.0
Electrical Eng & Comp Sci BS,6.0
Data Science BA (Subplan: Inequalities in Society),6.0
"Energy & Resources PhD, Grad Cert Applied Data Science",G
"Molecular Environ Biology BS (Subplan: Biodiversity), Minor: Computer Science UG",8.0
Cognitive Science BA,4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Letters & Sci Undeclared UG,4.0
Genetics & Plant Biology BS,4.0
Applied Mathematics BA (Subplan: Data Science),8.0
Computer Science BA,7.0
Electrical Eng & Comp Sci BS,8.0
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 1)",8.0
Environ Econ & Policy BS,4.0
Applied Mathematics BA (Subplan: Data Science),8.0
"Electrical Eng & Comp Sci BS, Business Administration BS (Subplan: Mgmt, Entrepreneurship, Tech)",6.0
"Psychology BA, Public Health BA, Minor: Data Science UG",8.0
Computer Science BA,4.0
Computer Science BA,6.0
Data Science BA (Subplan: Cognition),6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,8.0
"Economics BA, Minor: Data Science UG",8.0
Art BA,6.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,6.0
Computer Science BA,7.0
Public Policy PhD,G
Electrical Eng & Comp Sci BS,4.0
Letters & Sci Undeclared UG,4.0
"Economics BA, Minor: Public Policy UG, Minor: Data Science UG",6.0
Data Science BA (Subplan: Economics),4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),4.0
"Industrial Eng & Ops Rsch BS, Minor: Data Science UG",4.0
Business Administration BS,8.0
"Physics BA, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Statistics BA,4.0
Data Science BA (Subplan: Physical Science Analytics),6.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Music BA,4.0
Economics BA,8.0
Computer Science BA,4.0
Environ Econ & Policy BS,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Aerospace Engineering BS,4.0
Political Science BA,8.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Economics),6.0
Data Science BA (Subplan: Cognition),6.0
Letters & Sci Undeclared UG,2.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Civil Engineering BS,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Geography BA,8.0
Civil Engineering BS,6.0
